Location,Hygiene,Micromanagement,Working Hours,Salary,Age,Infrastructure,Food Quality,Incentives,Family Size,Experience,Share Price,Attrition,Contract Workers,Location_Score,Internal_Audit,External_Audit,Fin_Score,Loss_Score,Past_Score,IsUnderRisk
Asia-Pacific,4,6,23,7484,39,9,5,271,4,10,916,12,8822,13.1,30.598752380952384,17.682825425399685,39.447342857142864,15.876000000000001,17.3468,0
Asia-Pacific,2,1,13,2863,18,3,3,1365,9,37,84,15,7856,18.0,20.638457142857145,28.140485477119142,23.51271428571429,11.943999999999999,28.969733333333338,0
Developed Economies and EU,5,10,19,5548,67,5,1,9584,2,2,1385,33,7181,12.0,40.372819047619046,14.998571285699999,16.20301904761905,19.725000000000005,35.123333333333335,0
Developed Economies and EU,3,9,9,9406,26,6,2,613,3,37,97,36,6135,13.1,38.83031428571429,32.45340248310546,30.022371428571425,11.177000000000001,33.16726666666667,0
Middle East,5,2,4,18644,38,5,3,811,8,54,618,22,9002,18.0,29.972076190476194,17.70701355849871,30.38972380952381,19.162333333333336,32.251333333333335,0
Central and South-Eastern Europe and CIS,3,5,20,46362,31,3,1,407,4,15,1170,11,3745,46.9,26.595590476190484,23.184032688983184,35.89906666666667,11.117333333333333,33.4446,1
Central and South-Eastern Europe and CIS,1,1,8,28519,24,7,5,378,9,31,126,13,8375,46.9,27.45867619047619,17.07682196791108,36.458647619047625,21.583333333333332,25.942333333333334,0
Developed Economies and EU,1,10,20,41959,18,8,4,591,8,49,1094,14,8135,13.1,30.506257142857145,23.310745360250312,43.21093333333333,12.451333333333334,33.891666666666666,1
Middle East,3,7,22,46114,47,2,4,535,8,15,1119,37,3967,12.0,34.68961904761905,14.956152758132957,33.99232380952381,20.712000000000003,15.770266666666668,0
Central and South-Eastern Europe and CIS,1,10,8,30309,38,6,5,758,5,24,851,10,4608,46.9,28.084219047619047,24.875016073035873,23.496438095238098,19.38,28.188399999999998,0
Central and South-Eastern Europe and CIS,2,8,22,35678,50,2,4,6763,5,55,817,32,5658,51.8,18.715971428571432,19.139642535682142,35.69199047619047,13.376000000000001,32.279133333333334,1
Middle East,3,2,22,13362,64,1,2,432,5,51,689,16,5774,46.9,29.558780952380953,23.328032803280326,22.286066666666667,11.948333333333334,28.14566666666667,1
Africa,1,2,15,49765,30,1,2,4535,8,25,805,17,1156,8.5,33.628904761904764,21.24185275670424,25.14900952380953,4.428000000000001,20.743400000000005,1
Middle East,4,5,7,21894,50,6,4,4110,10,32,99,9,9345,46.9,7.716209523809525,21.52006629234352,29.343133333333338,15.326,19.640933333333336,0
Middle East,2,7,4,15273,39,6,2,650,10,44,1021,19,7001,46.9,33.981438095238104,21.393196462503393,17.907857142857146,17.194000000000003,30.2192,1
Middle East,2,9,16,6829,65,6,1,6499,5,25,583,22,9573,46.9,25.721742857142853,23.73518780449474,25.89346666666667,17.108333333333338,12.054733333333335,0
Asia-Pacific,3,1,16,1338,39,1,2,1495,9,37,164,35,8884,8.5,31.2608,25.274770334176278,29.565323809523807,10.188000000000002,24.6208,0
Developed Economies and EU,4,5,13,5921,42,3,2,765,8,28,630,12,9774,13.1,27.13558095238095,8.82776849113483,29.640000000000004,6.960333333333334,27.229000000000003,0
Asia-Pacific,1,6,7,4338,31,2,5,2093,7,30,1102,17,2187,8.5,23.980028571428573,14.970625633991972,23.244333333333334,15.263000000000002,20.0532,0
Central and South-Eastern Europe and CIS,2,1,17,13665,52,5,2,291,6,34,523,17,2960,46.9,27.32448571428571,29.77347734773478,31.990285714285715,16.677,27.212000000000003,0
Middle East,3,2,13,43075,27,10,3,971,6,26,256,5,2746,46.9,30.68519047619048,25.684196991127685,31.958038095238095,13.929,24.69366666666667,0
Africa,5,8,17,13983,42,6,1,203,1,60,851,38,3934,13.1,24.175133333333335,25.118440415470122,32.3032761904762,20.341333333333335,19.20886666666667,1
Developed Economies and EU,2,1,8,32640,35,7,4,3028,6,31,987,13,7059,13.1,28.705438095238094,18.85661423285186,21.14412380952381,4.573666666666668,22.9476,0
Latin America and the Caribbean,4,7,22,47776,54,4,5,481,4,4,1179,29,7446,12.0,27.660504761904757,22.677224865343675,32.53631428571429,13.100666666666669,12.949466666666668,1
Middle East,1,1,1,48974,15,7,3,8476,2,54,147,15,653,8.5,30.50681904761905,10.378352120926378,15.293400000000002,21.178666666666672,21.594133333333332,0
Middle East,1,9,21,23668,34,5,2,180,2,39,26,8,7030,13.1,20.50104761904762,22.456202763133458,26.93671428571429,29.113333333333337,23.070733333333333,0
Middle East,1,2,17,36154,54,2,4,5014,5,14,356,21,1841,8.5,35.28151428571429,25.407040704070404,23.383514285714284,10.062999999999999,25.356,0
Developed Economies and EU,2,8,9,18485,29,3,1,8920,8,38,1440,30,9632,46.9,36.119838095238094,20.195648136242195,24.538752380952378,21.415,19.223466666666667,0
Latin America and the Caribbean,2,2,14,1927,45,2,2,978,8,15,1000,29,680,51.8,24.08269523809524,23.31793179317932,30.40441904761905,22.879,23.771533333333334,0
Developed Economies and EU,4,9,9,21920,66,10,2,550,4,49,1437,6,198,46.9,22.533304761904766,21.732444673038735,35.97721904761905,19.551000000000002,18.863133333333334,0
Africa,1,5,24,2459,69,4,3,4932,1,11,101,6,1161,51.8,40.4625619047619,20.200334319146204,17.969428571428573,13.65666666666667,28.306533333333334,0
Developed Economies and EU,2,4,13,30181,41,5,4,3535,10,60,268,23,8686,46.9,19.795161904761905,15.170802794565175,20.529485714285713,16.70566666666667,21.804533333333335,1
Central and South-Eastern Europe and CIS,3,4,4,3405,67,6,5,699,10,28,758,1,2697,13.1,18.861428571428572,20.24781049533525,23.414485714285714,11.448,41.18846666666667,0
Africa,3,8,11,5291,53,3,4,262,4,6,1412,14,5519,8.5,22.889171428571427,12.589587530181593,22.785914285714288,13.370333333333335,27.795400000000004,0
Latin America and the Caribbean,4,2,7,42371,49,6,3,990,1,17,101,38,9604,46.9,31.64386666666667,24.310602488820308,27.348333333333336,13.010333333333332,31.35033333333333,0
Developed Economies and EU,3,5,7,23704,12,3,3,2844,2,28,531,37,4324,13.1,33.86614285714286,14.153801094395154,19.642409523809523,10.208,24.67626666666667,0
Latin America and the Caribbean,2,1,8,32403,16,3,5,624,4,31,304,8,4171,13.1,31.686266666666675,19.423599502807427,30.175104761904763,17.332666666666668,20.408400000000004,0
Africa,3,3,18,9183,59,6,1,629,4,2,356,35,3576,18.0,17.20622857142857,5.355349820696357,17.614752380952382,16.831666666666667,20.699333333333332,0
Asia-Pacific,1,5,15,26077,26,2,5,477,8,55,1348,37,6115,12.0,24.632800000000003,26.616061606160617,15.683276190476192,19.40966666666667,29.6328,1
Asia-Pacific,1,2,3,45666,24,10,1,139,5,44,1240,11,8218,18.0,26.836933333333334,15.509522380809509,25.904847619047622,21.363333333333333,31.958600000000008,1
Developed Economies and EU,3,8,1,47919,44,8,4,2417,5,33,1120,38,6721,51.8,27.529695238095243,28.507207863643508,23.72016190476191,11.811666666666667,27.208133333333333,1
Developed Economies and EU,2,5,3,1906,64,3,3,8121,1,42,772,35,7830,12.0,36.88869523809524,14.931307416455933,11.80767619047619,8.235333333333333,16.335533333333334,0
Asia-Pacific,2,7,15,46968,57,3,1,811,9,14,408,6,7537,8.5,19.115009523809526,23.31627448459132,11.806771428571427,10.855000000000002,26.842066666666664,0
Africa,5,4,2,16737,15,9,5,4689,5,42,805,8,9340,8.5,23.987904761904765,15.549740688354552,18.652619047619048,17.929666666666666,31.572266666666664,1
Africa,2,2,7,28514,25,3,2,8990,2,29,1450,14,2148,18.0,20.240209523809526,24.456588515994458,26.656409523809526,15.145333333333335,19.3484,0
Asia-Pacific,3,4,22,23047,22,6,4,761,10,15,778,14,8946,13.1,32.825161904761906,12.45920306316346,38.593761904761905,23.653333333333336,25.378133333333334,0
Africa,5,4,24,21908,18,1,4,596,8,18,1248,17,6395,12.0,30.590057142857148,13.62041918477562,29.35733333333334,21.973,24.055533333333337,0
Middle East,3,7,14,22124,38,7,4,917,2,39,902,30,6672,13.1,22.45940952380952,17.31770319889132,33.24214285714286,18.642666666666667,24.8994,0
Latin America and the Caribbean,5,5,12,14474,31,4,1,9908,5,5,769,34,1735,13.1,26.79790476190476,19.001785892875002,28.611923809523816,16.029666666666667,30.837133333333338,0
Africa,5,6,24,20130,54,6,3,1710,1,11,647,4,5473,51.8,38.97541904761905,26.992499249924997,36.69853333333333,10.385,33.3468,0
Middle East,2,2,22,16593,38,10,4,7290,10,30,1198,39,2119,8.5,25.833942857142862,21.18964753618219,26.281733333333335,16.626333333333335,27.545933333333338,1
Middle East,1,3,20,49229,25,3,1,391,8,13,1386,36,7505,46.9,20.37269523809524,15.060477476319061,17.92521904761905,23.268333333333334,35.6486,0
Africa,5,2,3,14369,24,10,3,5845,6,20,425,13,9364,46.9,28.401028571428572,25.499735687854503,20.19690476190476,16.682333333333332,19.942400000000006,0
Latin America and the Caribbean,1,2,8,34675,55,4,4,1719,3,44,453,12,8121,13.1,36.476980952380956,16.553898246967552,23.663942857142857,6.548000000000001,26.371000000000006,1
Developed Economies and EU,2,4,17,10127,24,2,5,856,1,25,546,18,3259,12.0,21.386180952380954,22.574900347177575,17.097104761904763,15.468666666666667,19.473866666666666,0
Developed Economies and EU,4,4,13,11067,70,8,4,188,7,2,243,26,6961,12.0,29.966980952380943,26.23056591373423,29.130333333333336,7.0713333333333335,22.962,1
Central and South-Eastern Europe and CIS,4,4,24,8943,30,6,4,8498,3,14,878,7,9082,18.0,23.92144761904762,18.04863343477205,13.702638095238095,19.433666666666667,36.9572,1
Asia-Pacific,4,3,10,3628,14,1,4,483,4,43,1416,21,7043,46.9,16.964657142857142,22.970311316845972,13.903504761904761,19.372666666666667,22.394,1
Latin America and the Caribbean,2,4,17,13739,12,6,5,8379,3,8,260,27,7321,46.9,11.93649523809524,26.642121354992643,20.31587619047619,18.382333333333335,34.8186,1
Africa,5,4,21,12328,38,1,4,7580,3,4,39,12,2558,8.5,24.278171428571426,32.63350620776364,26.695990476190477,17.17966666666667,28.688666666666666,0
Central and South-Eastern Europe and CIS,1,2,17,8607,32,6,1,1487,1,30,443,14,9160,13.1,29.986342857142855,15.487505893446487,30.72907619047619,10.472666666666669,41.38953333333333,0
Central and South-Eastern Europe and CIS,3,9,5,7696,67,9,1,923,4,41,52,27,8336,13.1,22.66026666666667,20.297172574400296,27.23515238095239,20.55,19.773600000000002,0
Asia-Pacific,4,7,7,25137,12,1,1,165,5,46,320,5,604,46.9,34.27522857142857,13.821167831068824,21.49974285714286,16.099000000000004,25.3792,0
Latin America and the Caribbean,3,9,12,2861,63,6,2,2070,2,20,1487,35,625,8.5,29.034476190476195,18.237323732373238,32.00233333333333,17.049333333333337,21.463933333333333,0
Africa,1,4,19,5182,28,9,5,463,5,41,922,39,6786,13.1,29.350609523809528,24.937865215092934,24.12993333333333,24.453333333333337,41.45886666666667,0
Latin America and the Caribbean,2,6,8,2489,29,2,1,4234,2,9,48,37,9561,8.5,26.727142857142855,18.316188761733315,21.297409523809524,6.813666666666666,31.191133333333333,0
Africa,5,9,8,22463,64,3,1,746,5,55,226,17,1618,51.8,28.566390476190477,15.61851899475662,34.85606666666667,18.010000000000005,17.847133333333336,0
Africa,3,1,19,19440,35,10,4,5065,6,18,196,17,7169,13.1,30.8316380952381,25.75258954466875,28.859171428571432,8.246333333333332,37.30606666666667,0
Developed Economies and EU,5,9,8,6730,67,7,2,682,7,15,753,13,1502,13.1,24.29080952380953,26.94055119797694,20.612885714285714,23.97966666666667,20.0596,1
Developed Economies and EU,4,3,7,49077,64,7,2,368,3,9,527,12,7304,18.0,22.813819047619045,12.526366922406526,31.171304761904768,18.307,36.921800000000005,0
Middle East,1,9,7,49533,54,6,4,4324,10,57,740,29,9543,18.0,25.521228571428573,16.256182761133257,29.3436,14.669666666666666,29.25173333333333,0
Latin America and the Caribbean,3,5,10,26306,34,2,2,5952,8,38,1180,34,7737,13.1,20.99560952380952,15.75107510751075,26.436190476190475,12.923000000000002,26.348533333333336,1
Developed Economies and EU,4,9,24,46409,48,10,4,5730,4,47,328,32,3987,8.5,29.834409523809523,20.275241809895274,27.0574380952381,7.214333333333332,21.382866666666665,0
Asia-Pacific,1,7,5,24660,59,9,1,1898,7,31,394,30,6317,13.1,21.710476190476193,24.448744874487446,24.42997142857143,7.4319999999999995,30.846600000000006,0
Asia-Pacific,4,1,4,38685,65,6,1,5898,3,32,1064,22,3270,13.1,19.567857142857147,17.147286157187146,36.230809523809526,7.9943333333333335,30.46306666666667,1
Central and South-Eastern Europe and CIS,5,2,12,44744,36,10,3,436,2,32,721,40,9940,12.0,27.508752380952377,19.18117526038318,26.927209523809527,12.897,29.460533333333334,0
Latin America and the Caribbean,3,4,11,15524,55,4,2,995,8,1,480,12,7034,13.1,30.263676190476197,22.715471547154717,23.01133333333333,15.625666666666667,33.228,0
Africa,1,9,14,15570,42,7,2,379,4,16,483,19,3765,12.0,29.96989523809524,16.095952452388097,29.22793333333333,23.227000000000004,21.4554,0
Central and South-Eastern Europe and CIS,5,2,12,15007,67,3,2,9948,9,38,437,33,6380,12.0,38.96132380952382,21.014044261569016,29.458457142857146,15.49366666666667,22.086933333333334,0
Latin America and the Caribbean,2,6,8,49223,53,10,4,939,1,49,795,18,7703,13.1,20.053361904761907,32.151515151515156,37.22813333333333,24.207,37.413666666666664,0
Africa,4,3,6,42421,50,7,4,2333,5,5,872,9,7476,18.0,24.006809523809526,26.416041604160416,23.91906666666667,14.974333333333334,24.832466666666665,0
Central and South-Eastern Europe and CIS,3,5,5,1055,45,7,5,922,3,37,568,31,3954,18.0,33.127704761904766,28.993499349934996,24.872752380952377,11.205333333333334,22.5214,0
Developed Economies and EU,2,3,5,4717,34,8,1,895,10,7,1445,19,7984,51.8,28.264828571428573,23.17461746174618,24.88146666666666,18.912333333333333,37.71153333333334,0
Middle East,3,3,22,13733,21,2,2,781,2,45,1428,34,4608,13.1,39.92576190476191,25.774620319174772,13.827380952380953,6.000000000000001,24.61846666666667,0
Latin America and the Caribbean,1,1,5,38993,49,6,3,251,1,16,538,8,8212,51.8,21.803495238095245,16.547054705470547,19.06822857142857,20.932333333333332,21.107,0
Developed Economies and EU,3,4,21,41782,69,9,1,484,5,6,782,3,3925,12.0,38.46157142857143,24.54036832254654,38.27979047619048,14.477,34.345200000000006,0
Latin America and the Caribbean,2,4,4,16411,60,3,3,287,10,38,1221,30,3635,13.1,27.942942857142857,17.81691026245482,19.48031428571429,15.849000000000002,28.669933333333336,0
Asia-Pacific,1,4,8,10916,52,5,4,6227,9,14,411,39,3206,13.1,24.635514285714287,12.578743588644578,37.380123809523816,19.287,38.95706666666668,0
Africa,3,1,20,28596,63,3,4,899,1,20,109,38,418,46.9,24.005704761904767,14.174060263169173,18.405257142857145,11.382666666666669,17.501933333333334,0
Africa,2,1,23,40720,33,3,1,5151,5,2,500,1,548,46.9,22.15469523809524,23.515280099438517,32.329504761904765,16.389,29.51066666666667,0
Latin America and the Caribbean,5,8,17,1056,55,9,4,1869,7,31,34,24,2790,46.9,26.266790476190476,20.570214164273573,31.514742857142856,20.238,19.282933333333332,0
Middle East,1,6,2,22047,11,4,1,446,9,26,732,6,3983,51.8,30.843333333333334,14.222650836512225,19.571161904761905,21.44066666666667,39.3232,0
Africa,3,6,9,27464,53,7,4,572,3,40,176,34,4189,12.0,23.986466666666672,8.735287814495736,19.416219047619048,18.724,31.46233333333334,1
Asia-Pacific,4,1,24,20661,48,10,5,411,8,46,289,23,4812,51.8,25.495733333333337,34.68988327404169,28.08225714285714,11.280333333333333,43.75546666666667,1
Africa,2,7,15,15377,39,3,5,680,3,2,332,7,6314,13.1,24.524580952380955,31.01928764305002,22.31284761904762,14.355333333333334,34.68053333333334,0
Developed Economies and EU,1,9,9,40367,36,4,3,3000,4,7,633,29,4822,13.1,29.76907619047619,30.20782078207821,19.195914285714288,16.21,32.397600000000004,0
Asia-Pacific,1,10,4,29882,28,6,4,9457,7,43,311,23,9952,18.0,41.24674285714286,8.315188661723315,24.579009523809525,25.56566666666667,20.593333333333337,1
Middle East,1,10,5,46440,18,4,5,8301,4,18,581,35,7808,13.1,24.04285714285714,22.63272041489864,37.059133333333335,16.697666666666667,26.4436,1
Africa,1,10,17,24004,61,5,2,9375,7,23,546,39,6744,46.9,28.138190476190477,31.91826325489692,22.46029523809524,17.793999999999997,25.589600000000008,0
Developed Economies and EU,1,5,21,11455,27,7,2,106,10,32,1393,3,2735,51.8,27.890819047619047,18.212806994985215,28.631171428571427,8.458666666666668,21.331000000000003,0
Central and South-Eastern Europe and CIS,5,9,3,43078,28,5,3,201,4,19,1088,26,6120,8.5,32.261314285714285,27.60791793465061,37.70645714285714,19.655,24.989666666666672,0
Developed Economies and EU,4,3,21,34275,17,6,5,1434,7,39,310,19,4024,18.0,25.01394285714286,26.056548511994055,27.83655238095238,17.953666666666667,25.05053333333333,0
Developed Economies and EU,4,4,14,33279,25,10,4,5949,4,54,823,7,7074,18.0,39.72034285714285,22.691269126912694,31.030228571428577,13.802,30.845666666666666,0
Latin America and the Caribbean,1,1,22,4120,17,4,1,120,7,52,923,6,8119,8.5,24.874304761904767,19.697598331261702,17.188838095238097,20.239000000000004,22.402,0
Central and South-Eastern Europe and CIS,1,5,4,10806,53,7,5,6310,10,50,320,39,1605,13.1,40.233085714285714,16.06579229351507,16.709161904761906,7.572333333333334,30.864599999999996,0
Middle East,5,3,23,10768,33,5,1,5389,5,54,1467,40,3004,12.0,23.023485714285716,15.842612832711843,25.71486666666667,7.4319999999999995,31.797333333333338,0
