Location,Hygiene,Micromanagement,Working Hours,Salary,Age,Infrastructure,Food Quality,Incentives,Family Size,Experience,Share Price,Attrition,Contract Workers,Location_Score,Internal_Audit,External_Audit,Fin_Score,Loss_Score,Past_Score,IsUnderRisk
Middle East,5,4,14,24708,60,3,3,9983,5,52,631,23,2963,8.5,26.235095238095234,6.524738188104526,20.67131428571429,22.33066666666667,31.254533333333338,0
Asia-Pacific,3,2,20,34398,15,6,1,2975,7,9,1267,5,5321,51.8,44.15748571428571,16.357192862143357,35.05291428571429,19.57333333333333,27.065,0
Middle East,3,1,2,23880,52,5,3,271,1,11,1497,36,4701,51.8,18.253009523809528,18.91993485062792,23.447904761904766,10.992666666666667,25.663999999999998,0
Asia-Pacific,4,1,16,15426,17,4,2,776,5,39,1220,23,2234,12.0,36.54316190476191,19.447201863043446,24.09766666666667,14.832999999999998,28.762733333333333,0
Africa,1,8,23,5093,59,3,4,6356,5,33,1220,2,3698,51.8,27.96007619047619,27.261354706899265,30.357066666666665,10.083333333333332,27.7438,0
Asia-Pacific,1,8,1,12118,68,9,3,523,1,37,1245,33,211,51.8,28.965304761904758,25.47551898046948,35.69853333333334,12.82033333333333,30.922533333333334,0
Middle East,5,4,1,1751,22,8,4,1677,4,11,1201,27,5055,13.1,30.04516190476191,15.273013015587274,18.951180952380952,10.123333333333335,24.033266666666663,1
Africa,5,6,22,2794,43,5,3,915,5,1,639,33,559,46.9,22.111866666666664,17.1987198719872,25.809733333333334,10.270666666666667,19.40566666666667,1
Asia-Pacific,1,9,8,10042,65,2,5,267,10,31,1321,12,6303,12.0,24.909095238095237,21.674381723886675,36.33291428571429,9.698666666666666,31.284466666666667,0
Asia-Pacific,4,10,23,8533,19,3,5,4611,7,6,1289,30,8617,8.5,25.23704761904762,25.10823939536811,36.217371428571425,18.35066666666667,27.92693333333333,0
Asia-Pacific,4,7,13,35810,15,1,4,5625,7,19,770,35,3283,8.5,30.467304761904767,18.522580829511522,31.393809523809523,14.548,20.143266666666666,1
Developed Economies and EU,4,7,2,27868,17,9,4,1566,6,49,865,12,4838,8.5,34.5210380952381,14.505407683625506,22.744600000000002,24.150666666666666,33.1272,0
Africa,2,4,23,36185,23,2,4,6322,4,6,215,28,261,12.0,32.95049523809524,23.281656737102285,12.316152380952381,12.684333333333333,18.12686666666667,0
Africa,2,10,15,28894,63,8,3,3178,2,56,396,31,3891,8.5,25.365780952380955,15.986155758432986,32.17996190476191,15.531666666666666,21.099999999999998,0
Middle East,2,5,3,17290,69,9,1,5420,5,2,1178,36,9500,51.8,31.14149523809524,20.51539439658252,20.779314285714285,18.41433333333333,27.434000000000005,0
Central and South-Eastern Europe and CIS,5,1,3,19395,54,9,3,4502,2,21,956,5,9801,18.0,23.163476190476196,22.644878773591646,24.176714285714283,14.038333333333336,35.95766666666667,0
Asia-Pacific,5,10,15,15017,23,7,4,8259,1,59,802,37,236,51.8,31.600028571428574,17.376194762333377,24.06811428571429,7.484333333333335,24.316666666666666,0
Middle East,5,7,19,752,63,6,5,5541,2,48,33,7,5880,12.0,23.032019047619052,22.766690954809764,13.841904761904763,12.004333333333333,20.344333333333335,0
Africa,3,8,13,25063,43,7,5,477,2,2,473,23,6215,8.5,31.38890476190477,20.583744088694587,24.82210476190476,18.811,33.399,0
Africa,2,6,13,22707,46,8,4,361,9,48,524,1,5893,12.0,28.706419047619054,24.323089451802325,13.29982857142857,14.255999999999998,32.54793333333333,0
Developed Economies and EU,1,4,7,2016,48,4,5,6045,6,49,1488,16,6769,18.0,29.165209523809526,11.830297315445831,16.760638095238097,9.725999999999999,22.611533333333337,1
Latin America and the Caribbean,2,5,12,14498,55,9,5,355,9,45,360,28,4370,18.0,31.138657142857145,15.312474104553313,39.14371428571428,18.569333333333336,25.843999999999994,0
Middle East,2,6,23,5908,36,9,3,507,1,14,627,20,3864,18.0,20.79082857142857,17.18201820182018,12.175571428571429,19.729333333333336,30.11066666666667,0
Africa,3,8,1,34368,46,10,2,5921,8,13,1209,20,3138,8.5,33.89819047619048,18.714914348577715,22.989285714285714,14.431333333333335,27.355799999999995,0
Africa,1,5,23,17277,45,8,5,612,8,16,346,16,7582,13.1,31.137409523809527,17.577372022916578,29.040857142857146,11.917333333333334,21.45606666666667,0
Developed Economies and EU,1,5,17,14350,58,9,1,8125,8,11,1125,28,4815,46.9,27.650457142857142,25.73841669881274,28.627257142857143,18.612666666666666,25.2056,0
Middle East,4,4,18,46044,23,10,5,532,2,27,823,21,6366,51.8,31.85780952380953,20.61556155615562,33.061438095238096,8.063666666666668,33.272666666666666,0
Central and South-Eastern Europe and CIS,3,1,8,1215,46,6,2,1950,6,26,1358,36,1017,12.0,35.51448571428572,18.23149457802923,26.35053333333334,13.383333333333333,17.743066666666667,0
Asia-Pacific,3,4,9,11284,60,5,2,192,3,57,217,9,6734,13.1,33.11765714285715,21.74523166602375,24.79782857142857,11.360000000000001,22.714866666666666,0
Developed Economies and EU,4,3,12,43813,36,8,2,721,1,52,712,16,1229,13.1,30.003761904761905,20.82145357392882,25.339771428571428,11.717666666666666,19.550600000000003,0
Africa,3,2,6,48666,15,1,3,8639,3,20,637,21,9265,13.1,26.66775238095238,27.21073535925021,35.30444761904763,6.125333333333333,23.527866666666668,0
Middle East,3,8,10,19077,14,2,5,287,9,12,881,14,9368,51.8,18.492590476190475,26.04686182904005,29.835438095238096,9.434333333333333,20.370133333333335,0
Central and South-Eastern Europe and CIS,2,9,1,47923,17,4,1,770,2,33,665,26,6893,12.0,38.38624761904762,12.636535082079636,22.94970476190476,11.349,28.11333333333334,1
Africa,4,9,8,28088,28,10,2,518,2,20,1276,30,1901,8.5,26.487895238095245,14.54905490549055,27.65448571428572,7.214666666666666,26.3762,0
Asia-Pacific,3,8,11,7664,33,9,1,4672,5,59,368,37,3037,8.5,24.29515238095238,25.623819524809626,22.99629523809524,17.38533333333333,35.287066666666675,0
Developed Economies and EU,3,9,17,10139,62,9,2,163,4,33,1427,17,1101,13.1,26.30514285714286,18.934622033631936,27.3756380952381,17.733333333333334,30.981800000000003,0
Developed Economies and EU,3,4,23,28961,55,7,2,8786,10,53,749,1,6295,46.9,24.34338095238095,24.107010701070106,42.790866666666666,19.363333333333337,30.98066666666667,1
Asia-Pacific,2,7,17,3859,23,4,5,211,4,22,1414,1,5923,18.0,32.432438095238105,8.904933350477906,18.898238095238096,15.732000000000001,27.317000000000004,0
Developed Economies and EU,5,10,13,9255,18,7,2,9922,6,19,1270,9,8897,46.9,24.547847619047623,10.858457274298859,25.507380952380952,9.013666666666667,31.085800000000003,0
Asia-Pacific,3,7,13,38497,67,3,3,2603,1,12,1164,12,9447,13.1,14.764980952380954,23.122640835512126,24.446619047619052,14.443000000000003,34.29220000000001,0
Africa,2,3,11,36956,55,6,3,9204,2,56,1444,39,2637,51.8,31.095209523809526,15.528152815281532,27.89792380952381,11.227,25.64906666666667,0
Asia-Pacific,5,7,14,1791,24,6,2,920,7,15,1063,22,5101,18.0,24.480123809523814,22.691912048347696,25.708619047619045,21.886000000000003,28.882200000000008,0
Latin America and the Caribbean,5,10,20,9906,67,10,4,9806,2,8,669,2,1186,12.0,18.28167619047619,24.013815667281015,27.973028571428575,7.304666666666668,27.875133333333334,0
Developed Economies and EU,2,9,19,28268,24,6,5,5418,8,24,264,36,9353,13.1,28.278847619047614,21.295801008672296,12.748219047619047,13.133000000000001,31.062333333333335,0
Asia-Pacific,2,4,12,35406,17,5,3,611,3,15,815,26,1485,12.0,27.197295238095236,10.976097609760977,26.412666666666667,16.679,22.114800000000002,0
Central and South-Eastern Europe and CIS,2,7,17,30521,27,2,5,701,5,48,1080,25,5905,46.9,38.77586666666667,5.603374623176604,35.98166666666667,15.047666666666668,13.433066666666665,0
Asia-Pacific,2,6,23,33807,69,3,2,220,7,45,909,17,4154,18.0,28.15604761904762,20.391467718200392,22.571714285714286,15.844000000000003,31.67166666666667,0
Developed Economies and EU,2,9,7,40424,52,5,4,7678,7,9,114,12,1335,46.9,21.618904761904762,22.655165516551655,30.781704761904766,9.207666666666666,35.108666666666664,1
Developed Economies and EU,5,1,9,39385,63,9,2,374,1,15,813,15,7294,18.0,34.22019047619048,20.217336019316217,17.653657142857142,12.296666666666667,30.582333333333334,1
Africa,5,3,14,37741,58,3,3,811,3,6,1357,3,9899,18.0,32.786,16.884459874558885,11.246685714285714,14.352333333333334,25.405933333333337,0
Africa,1,2,20,36966,45,7,4,860,7,11,717,20,4044,12.0,30.375914285714288,13.758075807580758,24.37067619047619,14.178666666666667,22.061866666666667,0
Africa,1,10,18,2946,33,1,2,753,5,47,29,3,533,51.8,27.35366666666667,29.46051748031946,20.646514285714286,9.365666666666666,37.45466666666666,0
Middle East,1,4,5,6997,33,7,5,252,2,45,500,21,5286,12.0,29.428409523809524,10.93930821653594,20.13887619047619,7.202333333333333,25.988000000000007,1
Asia-Pacific,3,8,6,32463,29,9,3,971,6,22,981,20,2937,12.0,24.436809523809526,25.306273484491303,25.416038095238097,18.510333333333335,17.393533333333334,0
Central and South-Eastern Europe and CIS,2,6,3,41869,70,7,3,795,6,30,477,6,7650,8.5,27.425190476190476,20.158644435872162,28.488866666666663,13.37366666666667,30.895600000000005,0
Central and South-Eastern Europe and CIS,1,9,15,33607,27,10,4,1574,7,42,1086,40,2109,46.9,30.096733333333336,26.247239009615246,22.330552380952383,14.362333333333332,25.768399999999996,0
Central and South-Eastern Europe and CIS,4,3,2,22060,35,9,1,6101,7,10,1224,17,919,46.9,23.307209523809526,25.61067535324961,27.165571428571432,21.015333333333334,22.009933333333333,0
Latin America and the Caribbean,3,5,11,28681,49,3,4,860,7,23,1402,21,8703,18.0,35.652019047619056,21.711599731401716,26.518171428571424,14.873,32.4902,0
Latin America and the Caribbean,5,7,11,49005,40,2,2,745,6,14,190,23,4410,51.8,27.26249523809524,35.02650265026503,24.827438095238097,18.454666666666668,28.501666666666665,0
Africa,1,9,2,555,68,6,3,447,8,2,987,6,7270,18.0,18.49455238095238,14.842384238423842,29.983200000000004,17.018,27.500666666666667,0
Middle East,5,2,24,31070,30,2,1,598,4,48,80,14,2050,18.0,23.62711428571429,13.694383724086695,30.218476190476196,27.31866666666667,33.86213333333334,0
Middle East,2,4,18,11536,48,6,3,574,6,17,731,35,199,51.8,27.36954285714286,14.171488577429173,16.994876190476194,23.974666666666668,28.51,0
Latin America and the Caribbean,2,1,1,2146,21,10,1,998,6,8,1478,38,2689,51.8,24.787714285714287,16.186647236152186,37.985057142857144,13.133333333333336,27.9334,0
Latin America and the Caribbean,2,6,4,16381,58,1,2,287,6,23,1475,14,8276,12.0,24.679628571428573,22.820239166773824,21.95137142857143,15.482666666666667,29.604000000000003,1
Africa,4,7,10,6120,47,7,1,2095,9,12,145,20,7468,12.0,22.20079047619048,17.91184832768991,32.3538,10.481000000000002,26.872866666666667,0
Middle East,3,8,11,9553,30,7,3,546,2,60,1379,27,8857,18.0,23.04151428571429,23.49236352206649,22.81457142857143,14.318333333333333,29.801333333333336,1
Central and South-Eastern Europe and CIS,1,4,23,24540,26,9,3,9023,10,42,69,10,7851,46.9,27.344904761904758,19.864772191504866,30.814485714285716,10.781000000000002,33.1774,0
Latin America and the Caribbean,1,2,6,6241,19,2,2,7010,4,40,541,24,3274,8.5,37.353590476190476,15.34787764490735,29.732419047619047,13.898333333333332,31.638800000000007,1
Asia-Pacific,2,10,2,39928,49,2,2,260,6,1,719,5,4523,13.1,30.959314285714285,25.571785750003574,21.533628571428572,13.197333333333336,25.222266666666666,0
Latin America and the Caribbean,1,5,7,46260,34,2,3,491,6,39,864,6,1837,8.5,18.107828571428573,22.060134584887063,30.44903809523809,14.499333333333334,33.280866666666675,1
Central and South-Eastern Europe and CIS,2,10,24,33060,23,3,5,6669,2,34,1293,35,6146,8.5,31.8116380952381,22.08895175231809,19.047676190476192,19.679333333333336,22.335666666666665,0
Asia-Pacific,2,1,4,39156,62,10,2,762,3,3,1007,34,1663,13.1,27.209761904761905,18.230180160873232,34.427,17.385666666666665,21.98773333333334,0
Middle East,1,5,3,23007,25,3,4,185,2,9,994,33,9744,18.0,22.2978380952381,15.32603260326033,16.888238095238094,23.865333333333336,27.564666666666664,0
Africa,2,3,6,46154,10,4,2,750,2,13,1493,17,3688,12.0,33.995419047619045,16.22217936079322,15.361200000000002,14.986666666666668,35.622600000000006,0
Developed Economies and EU,2,3,20,6681,40,6,2,287,1,54,916,13,6062,12.0,23.956400000000002,25.863086308630866,33.59836190476191,8.321000000000002,17.250333333333334,0
Central and South-Eastern Europe and CIS,2,5,9,38980,16,5,4,670,6,1,677,2,3687,51.8,32.59485714285715,17.63699227065564,28.733580952380954,11.498,34.28113333333334,0
Middle East,2,9,5,47037,68,10,5,2689,9,7,1082,20,7922,18.0,22.818304761904763,17.630105867729633,23.73107619047619,21.817333333333334,37.514,0
Latin America and the Caribbean,1,8,10,44335,17,10,1,8731,9,38,667,22,6305,13.1,24.697914285714283,12.224651036532224,23.229276190476195,14.377999999999998,26.483133333333335,0
Middle East,2,5,2,766,69,8,2,946,2,35,580,33,1961,12.0,25.065485714285717,18.064949352078067,26.831580952380957,12.781333333333333,21.4812,0
Developed Economies and EU,3,8,23,42154,52,1,3,947,5,40,127,24,819,12.0,27.56117142857143,13.085794293715086,23.346085714285714,16.638333333333335,18.600533333333335,0
Middle East,1,8,20,43500,40,1,1,354,4,50,687,26,9598,51.8,21.07930476190476,7.132170359893133,23.583809523809524,16.53766666666667,35.0482,0
Africa,2,1,24,40914,54,2,4,639,10,47,943,2,3309,8.5,42.97737142857143,22.48780592344949,16.266714285714286,20.89833333333333,33.46313333333334,0
Latin America and the Caribbean,2,2,21,49622,57,1,3,8364,2,47,1188,5,1035,13.1,30.042857142857144,23.541025531124543,19.65072380952381,8.15,43.62453333333334,0
Middle East,5,7,23,25069,13,6,5,658,5,16,1272,38,2431,46.9,25.70095238095238,20.285385681425282,28.461876190476193,8.112666666666666,28.970666666666666,1
Developed Economies and EU,2,7,12,3595,49,9,4,5958,3,46,232,18,2002,8.5,14.370123809523811,11.216807395025217,23.90940952380953,23.865,37.90593333333334,0
Africa,4,3,4,8204,15,7,5,8411,8,48,1108,8,7702,18.0,42.56934285714286,25.500521480719502,29.980504761904758,14.294333333333334,28.77733333333333,0
Latin America and the Caribbean,4,7,8,46391,59,9,1,4503,2,50,478,25,5781,46.9,23.044409523809524,8.453831097395454,16.61815238095238,11.185,25.013466666666666,0
Asia-Pacific,1,1,24,23247,38,4,3,7064,6,21,1106,33,5782,13.1,25.850590476190472,10.497892646407498,23.70465714285714,13.248333333333335,15.024200000000002,0
Developed Economies and EU,3,9,15,30219,12,2,1,7189,2,9,1370,5,3867,46.9,20.037904761904766,22.666223765233667,23.391028571428574,18.14966666666667,21.175933333333333,1
Latin America and the Caribbean,3,5,23,45423,66,4,5,960,10,26,11,40,3087,18.0,25.212980952380953,26.37873787378738,32.9064761904762,20.85033333333333,18.208199999999998,0
Central and South-Eastern Europe and CIS,2,5,10,31773,11,2,1,1719,10,5,1240,16,3260,12.0,19.042028571428574,21.839298215535845,30.473380952380957,7.422666666666668,21.489400000000003,0
Latin America and the Caribbean,4,7,22,23415,51,8,2,4091,4,10,1087,37,1253,13.1,18.184533333333334,15.438558141528441,40.09541904761905,6.902333333333334,25.426199999999998,0
Central and South-Eastern Europe and CIS,1,5,12,2143,46,4,5,502,2,7,98,2,7033,18.0,28.94221904761905,22.684868486848686,26.833409523809525,11.952666666666667,34.51253333333333,1
Asia-Pacific,4,3,17,20011,11,3,5,9865,9,47,1457,23,158,46.9,26.71257142857143,14.515737288014515,34.021590476190475,12.649666666666667,18.3322,0
Latin America and the Caribbean,2,7,11,28270,29,3,5,721,2,14,220,24,2740,8.5,20.627542857142856,16.78176389067478,24.324028571428574,16.840666666666667,23.958733333333335,0
Asia-Pacific,4,10,12,25939,33,8,2,827,6,40,1025,23,6285,46.9,32.40931428571429,20.892846427499894,33.658304761904766,16.927333333333333,23.474666666666664,0
Middle East,2,10,8,9525,40,4,2,9106,10,52,1415,19,9063,18.0,11.773857142857143,25.630891660594635,28.740247619047622,13.136333333333333,13.885066666666667,1
Middle East,4,7,22,45054,34,5,2,9375,6,14,890,37,8354,51.8,25.33569523809524,22.829240066863825,29.418447619047623,7.115666666666668,34.0174,0
Developed Economies and EU,1,9,7,12945,10,7,2,591,8,30,215,30,6437,8.5,36.992000000000004,26.17351735173517,27.938942857142862,11.982,31.652266666666666,0
Africa,4,4,20,44113,51,1,5,4360,6,52,534,26,5925,12.0,26.754438095238093,17.879302215935883,26.40248571428571,19.272,23.088000000000005,0
Developed Economies and EU,2,1,19,3636,58,6,5,6848,3,17,603,14,7146,18.0,33.462361904761906,18.045204520452046,27.553571428571434,13.914000000000001,31.675800000000002,0
Africa,2,8,1,15643,69,4,2,1660,3,1,1056,18,4138,18.0,21.250247619047624,19.48136242195648,27.34747619047619,7.398333333333333,28.41373333333334,0
Asia-Pacific,3,1,20,34914,31,3,2,5733,5,12,1382,12,1777,46.9,17.163809523809526,13.317031703170318,28.160095238095234,12.698666666666666,20.834533333333336,0
Developed Economies and EU,2,4,16,29913,48,1,2,486,1,3,413,36,1669,12.0,33.622685714285716,17.863929250067866,17.289504761904762,23.18166666666667,34.599466666666665,0
Central and South-Eastern Europe and CIS,1,9,20,44981,17,6,4,4735,1,31,149,37,9555,46.9,25.76055238095238,24.4994928064235,27.13666666666667,16.486,32.294133333333335,0
Developed Economies and EU,4,6,20,7919,53,8,4,594,7,45,692,6,1690,12.0,38.92051428571429,25.319931993199322,24.753514285714285,15.591666666666667,36.436666666666675,0
Middle East,1,4,8,30898,31,2,1,342,9,18,319,22,7651,13.1,35.2968761904762,22.32447530467332,22.53502857142857,13.194666666666667,32.809400000000004,0
Africa,2,3,22,13437,49,4,1,327,6,9,269,15,4453,8.5,20.591704761904765,16.210649636392212,26.596180952380955,15.823333333333334,29.038866666666667,0
Asia-Pacific,3,2,15,37195,66,4,4,6011,7,13,359,35,1992,8.5,15.479742857142861,17.88393125026789,13.495390476190474,21.440666666666665,41.90913333333334,0
Central and South-Eastern Europe and CIS,4,7,8,28251,55,5,1,9830,4,30,828,23,5229,13.1,37.46866666666667,23.841084108410843,22.23178095238095,9.911333333333333,27.62453333333334,0
Middle East,4,2,14,31520,43,1,2,2373,7,30,1121,36,9192,12.0,31.40655238095238,21.01874473161602,24.527409523809524,19.605000000000004,22.1278,0
Middle East,3,9,12,6401,59,6,3,9271,1,49,1494,24,7066,18.0,27.02181904761905,18.128327118426128,32.83332380952381,14.549333333333333,16.838866666666664,0
Asia-Pacific,2,10,21,9971,61,4,4,461,9,22,968,16,2099,13.1,30.434314285714287,19.667152429528667,27.037885714285714,9.300333333333333,31.781533333333336,0
Asia-Pacific,5,3,3,21451,33,5,3,4242,2,39,1135,13,728,46.9,25.833333333333336,19.613747088994614,25.795038095238098,21.287000000000003,30.805133333333334,0
Africa,4,8,6,31405,55,2,5,596,3,23,1168,17,3604,8.5,23.17624761904762,18.14878630720215,19.730152380952383,17.765666666666668,34.53660000000001,0
Latin America and the Caribbean,2,8,10,5146,23,5,4,1792,6,1,368,24,207,46.9,26.451504761904765,35.610803937536616,24.246971428571428,11.422333333333334,24.493466666666666,1
Developed Economies and EU,5,10,23,911,60,3,3,157,1,6,1161,23,7520,12.0,28.011485714285712,18.443287185861447,24.427276190476192,21.173333333333332,23.083466666666666,0
Central and South-Eastern Europe and CIS,3,3,9,17408,44,5,2,3468,6,37,309,32,7976,13.1,30.638876190476193,25.42731415998743,29.081990476190473,15.157000000000002,32.67586666666667,0
Africa,5,10,10,41908,66,2,5,897,8,51,1129,17,3210,51.8,26.807257142857143,30.821467861071827,34.71088571428571,16.15566666666667,37.14826666666667,0
Developed Economies and EU,5,7,10,44844,67,7,1,2337,6,23,884,8,4120,8.5,38.49510476190476,30.174031688883176,26.41777142857143,14.448333333333336,27.302200000000003,1
Asia-Pacific,5,4,7,4672,13,6,5,540,2,47,450,29,796,8.5,23.65301904761905,19.22820853513923,29.817619047619047,9.743,26.54933333333333,0
Middle East,4,9,4,13546,20,9,1,571,5,14,579,31,4648,8.5,24.49851428571429,24.61337562327661,20.319838095238097,19.143,35.32513333333333,1
Africa,5,4,1,13891,43,7,1,451,5,27,917,39,658,51.8,19.57030476190476,14.420042004200424,23.232085714285713,25.714333333333332,21.04666666666667,0
Central and South-Eastern Europe and CIS,5,6,16,14948,48,9,3,9068,5,2,1374,34,878,18.0,26.59515238095238,12.241652736702243,33.2420761904762,16.539333333333335,26.723733333333332,0
Central and South-Eastern Europe and CIS,1,4,23,24787,65,6,4,986,4,30,896,12,8961,8.5,21.848438095238098,23.562899147057564,27.50479047619048,15.024,18.25466666666667,1
Asia-Pacific,4,6,5,32882,69,7,3,659,6,16,1099,38,8269,8.5,17.236657142857144,13.01194405154801,26.104000000000006,22.667333333333335,18.075800000000005,0
Africa,3,3,17,20409,19,1,2,8990,8,30,425,40,8384,18.0,23.596980952380953,16.884145557412886,31.29840952380953,12.442666666666668,19.86106666666667,0
Middle East,3,8,10,5014,26,6,4,775,7,3,1048,10,6942,12.0,32.808685714285716,25.694069406940695,18.74922857142857,10.847333333333333,18.490133333333333,0
Developed Economies and EU,2,5,11,39691,51,4,1,164,6,40,740,29,959,8.5,30.187180952380956,24.679925135370677,31.362685714285714,14.151,25.500133333333334,0
Asia-Pacific,3,8,1,299,27,5,2,784,3,45,1448,2,4805,46.9,37.881457142857144,14.494035117797496,24.32831428571429,8.327000000000002,27.568600000000004,0
Central and South-Eastern Europe and CIS,4,6,5,44346,36,3,4,181,8,14,641,12,7453,12.0,19.25721904761905,18.473747374737474,20.522057142857143,25.198999999999998,24.49073333333334,0
Middle East,5,8,2,925,24,4,3,716,1,31,419,25,3374,12.0,30.966809523809523,20.712385524266715,15.996723809523813,12.178333333333335,23.5998,1
Asia-Pacific,3,6,9,27759,48,4,4,650,7,47,1454,35,3707,8.5,25.482495238095243,11.863457774348863,39.21152380952382,17.999,17.71473333333333,0
Central and South-Eastern Europe and CIS,2,9,9,3982,42,9,2,794,5,6,1304,21,7924,46.9,24.6842,11.999714257139999,21.901257142857144,17.314666666666668,23.404133333333338,0
Latin America and the Caribbean,4,8,10,46959,24,9,2,286,5,29,436,23,3854,13.1,22.65249523809524,24.80889517523181,31.117342857142855,21.848,34.330200000000005,0
Central and South-Eastern Europe and CIS,3,4,7,45929,20,7,2,671,7,53,1065,27,954,12.0,37.24279047619048,11.371351420856374,27.17137142857143,18.13866666666667,25.378066666666673,0
Africa,4,3,19,29906,10,4,3,6557,2,18,1205,11,6709,13.1,32.46212380952381,17.341191261983344,17.779219047619048,10.504000000000001,25.690800000000003,0
Asia-Pacific,1,4,21,35341,57,9,3,6031,8,35,1498,37,1180,51.8,30.853552380952383,23.22090780506622,16.36109523809524,5.367666666666667,26.541066666666662,0
Middle East,2,9,19,45611,59,4,4,251,7,30,185,4,1005,12.0,37.0422,20.267183861243264,28.5522,7.251,24.65526666666667,1
Africa,2,3,5,30591,39,4,2,7445,2,39,317,9,3271,12.0,39.26044761904762,18.146343205749147,21.281761904761904,25.672,22.02866666666667,0
Middle East,3,3,22,5183,15,6,5,864,1,6,1487,16,22,12.0,26.083247619047622,19.803080308030808,17.451933333333336,18.556,32.51206666666667,0
Central and South-Eastern Europe and CIS,5,10,17,40202,68,2,1,7052,2,27,945,6,6260,51.8,29.79104761904762,18.184246996128188,25.268228571428576,11.573,29.3284,0
