Location,Hygiene,Micromanagement,Working Hours,Salary,Age,Infrastructure,Food Quality,Incentives,Family Size,Experience,Share Price,Attrition,Contract Workers,Location_Score,Internal_Audit,External_Audit,Fin_Score,Loss_Score,Past_Score,IsUnderRisk
Latin America and the Caribbean,5,4,3,17998,66,1,4,128,10,36,86,23,660,51.8,24.390161904761907,24.255525552555255,33.977228571428576,18.895666666666667,33.47313333333333,0
Central and South-Eastern Europe and CIS,3,2,23,14539,37,9,1,252,1,16,999,40,8247,18.0,25.41844761904762,20.15207235009215,28.337428571428575,11.122000000000002,25.0264,0
Central and South-Eastern Europe and CIS,5,6,9,47926,67,9,5,9638,10,19,421,28,6904,46.9,12.90090476190476,15.817924649607818,37.42830476190477,7.301666666666666,21.3644,0
Asia-Pacific,5,7,18,6198,65,3,2,707,8,3,1042,14,3725,18.0,35.06382857142857,13.81781035246382,30.15973333333333,16.08566666666667,38.33073333333334,0
Middle East,3,1,3,41274,61,6,1,827,3,3,1203,11,4503,13.1,29.709104761904765,23.523366622376525,38.848314285714295,22.67266666666667,34.12793333333333,0
Latin America and the Caribbean,1,4,4,21984,61,1,5,3550,10,59,116,37,2724,46.9,27.105085714285714,11.165945165945166,23.442666666666668,10.227,18.718400000000003,0
Latin America and the Caribbean,2,9,22,3343,11,9,3,449,5,3,521,19,9287,13.1,25.51940952380953,22.396882545397396,31.498800000000003,10.749666666666666,18.55146666666667,1
Middle East,4,5,19,31899,50,3,2,7839,1,18,992,6,2193,12.0,23.74425714285714,18.79107910791079,25.815742857142858,17.343333333333334,25.915,0
Latin America and the Caribbean,2,7,1,26476,63,4,1,819,7,1,454,23,1646,13.1,34.698638095238096,21.346306059177348,18.50211428571429,24.673666666666666,16.174333333333337,0
Latin America and the Caribbean,4,7,1,27518,60,8,4,7177,1,13,667,40,2864,13.1,29.696152380952377,28.05887731630306,34.01813333333333,15.858,15.335533333333334,1
Central and South-Eastern Europe and CIS,5,10,13,34972,41,2,1,1265,6,22,378,7,5453,12.0,34.304,26.221307845070225,21.846485714285713,10.678,22.311466666666668,0
Latin America and the Caribbean,3,2,21,20920,68,1,5,700,10,35,462,17,9275,18.0,28.18431428571429,10.85792865000786,22.440971428571427,16.978,34.55833333333334,0
Middle East,5,9,17,27035,68,8,2,8319,10,58,1107,9,8878,46.9,26.51818095238096,27.332890431900335,23.801609523809525,16.258666666666667,23.046133333333334,0
Africa,5,10,3,22448,67,4,5,6937,3,57,237,20,4871,8.5,28.62849523809524,20.487877359164493,30.873590476190483,13.074,29.730066666666673,1
Central and South-Eastern Europe and CIS,1,1,23,8832,29,2,4,9981,4,23,1100,18,9732,13.1,24.331390476190474,24.103424628177105,37.2743619047619,9.307000000000002,19.06933333333334,0
Africa,4,9,23,36611,59,9,4,638,1,29,1373,12,125,18.0,29.640438095238096,29.10879659394511,26.6164380952381,14.445666666666668,28.561799999999998,0
Latin America and the Caribbean,2,7,24,35343,33,5,3,887,5,32,108,4,3779,8.5,18.097133333333336,31.41701312988442,25.371266666666664,9.469,34.86526666666666,1
Asia-Pacific,3,6,10,7998,33,3,3,540,7,47,1237,24,4999,18.0,26.709152380952382,15.405597702627407,23.500838095238098,11.119333333333335,24.01646666666667,0
Asia-Pacific,1,3,15,6247,15,8,1,4193,2,37,1325,13,4938,46.9,27.789638095238097,30.664237852356667,26.45959047619048,20.640333333333334,14.9882,0
Latin America and the Caribbean,4,4,3,19493,16,7,1,3718,4,54,828,32,8414,8.5,39.86029523809525,20.961096109610963,22.775504761904763,18.071333333333335,13.572666666666667,0
Middle East,2,8,12,43564,34,8,2,5906,9,53,1022,10,6822,12.0,28.43745714285714,21.103424628177105,22.0654,18.50466666666667,22.120933333333333,0
Latin America and the Caribbean,4,3,3,19899,46,2,2,632,5,14,1342,19,6208,13.1,26.856552380952387,24.180032288943185,27.25726666666667,21.520333333333333,30.505333333333333,0
Africa,5,2,12,49878,42,8,4,181,3,20,1292,4,2565,18.0,24.602676190476192,16.21164973640221,16.112561904761904,14.189333333333332,26.6634,0
Central and South-Eastern Europe and CIS,5,9,3,48961,52,10,2,4129,8,24,33,6,3826,8.5,39.18360952380952,16.327875644707326,32.663333333333334,17.954333333333334,28.66513333333333,0
Developed Economies and EU,1,5,18,41882,30,5,1,347,1,31,1168,40,7186,13.1,24.53104761904762,19.544054405440544,33.75213333333333,14.221333333333334,30.2056,0
Asia-Pacific,3,8,11,26870,65,9,1,652,7,41,1026,2,1621,13.1,21.619819047619046,36.732930435900734,21.034561904761905,8.589,21.899,0
Latin America and the Caribbean,1,1,7,16744,21,6,3,444,9,45,633,35,4694,8.5,25.845438095238098,20.705599131341703,31.102409523809527,10.582,25.48186666666667,0
Middle East,3,9,6,5541,46,5,2,6140,6,25,105,13,5835,8.5,31.794057142857145,17.483048304830483,33.42052380952381,18.55366666666667,39.951,0
Middle East,3,10,24,19900,58,7,5,774,1,38,750,5,9082,12.0,24.343904761904767,12.725629705827728,13.313342857142857,17.541000000000004,28.435333333333336,0
Central and South-Eastern Europe and CIS,5,4,13,36261,39,5,1,998,2,53,1087,26,1770,46.9,31.87949523809524,25.822696555369824,24.056647619047624,17.532666666666668,22.857933333333335,0
Middle East,4,9,24,7089,50,10,4,213,1,36,152,20,7871,12.0,32.30822857142857,20.121697884074123,27.39718095238095,17.23,42.3508,0
Africa,2,9,3,47392,16,8,4,6024,5,47,1482,35,3247,18.0,35.504933333333334,11.33766233766234,22.062238095238097,11.702333333333335,34.535266666666665,0
Africa,5,6,22,15911,28,2,2,9778,10,40,674,37,6546,13.1,30.751838095238092,22.471461431857474,23.173457142857146,5.355000000000001,19.247600000000002,0
Asia-Pacific,5,4,13,12693,26,3,4,300,1,2,1158,8,1075,51.8,17.25362857142857,30.347649050619353,13.15341904761905,13.245000000000001,35.00853333333333,0
Developed Economies and EU,2,4,14,44256,27,10,1,565,8,53,526,26,3835,46.9,25.64222857142857,26.41672738702442,24.021704761904765,15.760000000000002,26.633066666666664,0
Asia-Pacific,2,10,11,4411,44,3,3,851,10,26,290,12,9288,18.0,16.15419047619048,26.70977097709772,25.954114285714287,20.17933333333334,27.541866666666664,0
Middle East,1,9,24,37096,22,9,1,2636,2,37,633,30,1455,8.5,26.744533333333344,23.646021745031646,27.876923809523813,13.588000000000001,30.207533333333338,0
Developed Economies and EU,5,3,19,37361,39,1,3,5385,1,31,1494,15,7384,12.0,32.32309523809525,18.58958753018159,25.7994,14.671666666666667,28.903133333333336,0
Central and South-Eastern Europe and CIS,1,4,12,27436,43,3,1,5009,9,56,231,26,5649,8.5,37.174647619047626,19.37203720372037,25.377076190476195,10.544,23.1752,0
Developed Economies and EU,3,8,13,42149,45,10,1,456,10,15,974,16,4008,51.8,28.48761904761905,19.41156972840141,26.81111428571429,20.416666666666668,21.65433333333333,0
Developed Economies and EU,5,10,12,7112,56,7,3,218,10,6,568,1,9811,12.0,35.33324761904762,29.958595859585955,24.86432380952381,12.339,18.666866666666667,0
Central and South-Eastern Europe and CIS,4,6,13,3586,19,1,1,154,1,49,1005,36,6344,51.8,24.508980952380956,17.74823196605375,25.032866666666663,21.10166666666667,34.488800000000005,0
Asia-Pacific,5,7,11,25889,17,10,5,587,5,6,679,27,5747,18.0,27.59997142857143,20.732501821610732,23.772419047619053,16.948,31.144400000000005,0
Latin America and the Caribbean,1,7,19,5387,52,8,5,666,4,37,496,21,4562,46.9,32.42848571428571,17.20810652493821,19.113104761904765,11.988,17.688333333333333,0
Middle East,1,2,11,27989,23,2,4,8867,1,36,751,19,9664,51.8,32.70297142857144,11.510736787964511,33.89653333333334,18.740000000000002,28.882199999999997,0
Developed Economies and EU,4,5,5,3120,38,10,5,9753,7,48,1389,23,4341,13.1,34.8734761904762,13.664752189504664,24.43235238095238,22.194333333333336,21.448600000000003,0
Asia-Pacific,1,4,23,43785,35,3,3,241,9,24,985,33,6821,8.5,27.051295238095243,15.993399339933994,27.979790476190473,8.988333333333335,23.064933333333336,0
Asia-Pacific,2,6,1,38381,17,7,4,1593,10,31,555,21,9055,51.8,25.901980952380953,17.012158358693014,27.74887619047619,11.301666666666666,37.17973333333334,0
Latin America and the Caribbean,5,1,10,27904,48,2,1,733,1,54,832,9,2504,18.0,35.52294285714286,8.610903947537613,22.604780952380953,17.969,18.6934,0
Africa,2,3,15,49133,16,2,2,863,1,53,772,9,6838,13.1,33.06793333333333,28.594802337376596,40.601514285714295,9.715666666666667,26.846066666666662,0
Latin America and the Caribbean,1,2,1,38763,44,1,3,321,7,35,676,26,2400,8.5,24.389590476190477,19.97996942551398,19.506666666666668,17.130333333333336,23.13153333333333,0
Asia-Pacific,3,7,1,17587,51,10,5,2115,5,54,353,10,9048,12.0,33.403104761904764,28.563342048490565,25.534104761904764,12.046666666666669,20.859733333333335,0
Central and South-Eastern Europe and CIS,5,9,4,29522,49,5,1,108,3,52,1078,15,6114,13.1,25.896761904761906,24.970239881130972,32.47448571428571,22.198666666666668,25.7828,0
Central and South-Eastern Europe and CIS,5,9,11,31822,64,10,5,8760,1,55,893,7,4229,13.1,28.543085714285716,29.28924321003529,24.344742857142858,18.023333333333337,26.278866666666673,0
Central and South-Eastern Europe and CIS,2,5,8,1642,20,2,1,347,10,59,1155,26,253,8.5,24.608923809523812,24.976097609760973,25.096704761904764,13.206000000000001,33.13386666666667,1
Central and South-Eastern Europe and CIS,5,4,1,35866,41,5,3,108,4,38,717,32,9953,51.8,29.719752380952386,24.866800965810864,17.72037142857143,16.405,28.282466666666668,0
Central and South-Eastern Europe and CIS,3,5,14,14505,64,10,5,964,5,13,121,39,7328,12.0,22.610857142857142,17.435043504350432,29.618971428571435,15.702000000000002,14.411400000000002,0
Africa,5,1,16,28048,63,7,3,1555,9,45,664,4,3568,13.1,20.053723809523813,25.76770534196277,37.19541904761905,15.229333333333336,20.828666666666663,0
Latin America and the Caribbean,2,4,3,30033,41,10,3,999,6,53,1104,5,4913,8.5,24.346161904761907,24.683068306830684,28.891409523809525,21.731333333333335,36.239066666666666,0
Middle East,4,8,1,24023,20,10,4,474,5,31,1086,19,5923,12.0,36.132761904761914,28.570885659994573,30.189104761904765,21.363,23.6016,0
Central and South-Eastern Europe and CIS,5,10,15,4987,63,2,2,1135,8,20,114,24,8541,18.0,26.390047619047618,22.69139771119969,34.52322857142857,20.472,35.54086666666667,0
Latin America and the Caribbean,5,5,5,35862,32,4,4,826,10,50,585,12,7631,46.9,17.410361904761906,25.63359193062164,37.50096190476191,13.272999999999998,32.1496,0
Developed Economies and EU,2,10,1,8271,46,1,4,964,5,21,1342,13,9103,18.0,30.325942857142856,19.302873144457305,36.518171428571435,10.67366666666667,23.326933333333333,0
Africa,5,9,8,12068,70,10,4,9720,5,49,321,19,3620,18.0,30.121876190476193,26.43200034289143,28.31873333333334,13.322666666666668,33.06333333333333,0
Central and South-Eastern Europe and CIS,1,2,24,1047,31,7,3,7013,7,53,945,21,3659,12.0,27.86452380952381,31.977240581200984,29.479704761904763,17.283,21.2676,1
Central and South-Eastern Europe and CIS,1,1,10,42730,55,2,4,2479,9,39,406,6,823,8.5,30.899238095238097,19.8989327504179,28.151133333333334,10.694999999999999,21.976133333333337,0
Africa,3,2,22,18418,47,4,3,988,9,47,111,33,8395,8.5,23.388076190476195,12.55937022273656,16.97994285714286,17.363,27.91646666666667,0
Asia-Pacific,2,10,13,45583,64,5,4,2370,3,34,543,21,331,18.0,28.06346666666667,28.457374308859457,35.24722857142857,17.358666666666668,29.180733333333336,0
Latin America and the Caribbean,3,1,20,47158,62,8,1,533,6,55,730,3,7917,8.5,42.5514,22.62606260626063,29.643047619047614,17.331000000000003,24.85533333333333,0
Middle East,2,1,7,11050,55,10,3,542,2,11,146,27,9089,18.0,27.75301904761905,24.00715785864301,22.407323809523813,11.415666666666668,28.5016,0
Central and South-Eastern Europe and CIS,4,6,8,13158,27,2,3,9055,2,15,896,11,160,13.1,27.500590476190478,12.144014401440147,23.681752380952382,9.882,17.29006666666667,0
Middle East,2,8,16,26104,10,9,5,1593,8,12,223,2,480,18.0,22.897904761904762,20.858814452873865,26.376428571428573,19.298333333333336,16.794866666666667,0
Asia-Pacific,3,10,16,20676,44,7,1,280,9,50,401,14,1064,46.9,27.141076190476188,20.76907690769077,29.603571428571428,16.344,33.796200000000006,0
Central and South-Eastern Europe and CIS,3,8,6,20188,35,2,4,404,3,1,179,32,1234,8.5,11.211895238095238,22.312545540268314,28.474647619047623,13.546999999999997,34.25386666666667,1
Central and South-Eastern Europe and CIS,5,7,20,40447,46,5,5,328,1,24,719,32,6774,8.5,25.714761904761907,22.72522966582373,24.281190476190474,17.528000000000002,37.955733333333335,0
Asia-Pacific,3,10,7,19035,70,1,1,955,2,26,1001,4,8208,13.1,23.343400000000003,20.493477919220492,29.61632380952381,25.306666666666672,24.53046666666667,1
Middle East,5,4,6,2167,42,9,1,660,9,23,1292,14,6739,46.9,31.910285714285713,13.36235052076636,33.96738095238096,11.396333333333333,25.473200000000002,1
Latin America and the Caribbean,3,10,20,26988,50,7,1,9243,6,7,1312,23,3075,18.0,29.8790380952381,18.253268183961254,15.317438095238098,20.53366666666667,23.729466666666664,0
Asia-Pacific,3,7,3,27606,24,10,4,9707,6,56,558,9,1413,46.9,32.28505714285714,24.805380538053807,18.99302857142857,15.375000000000002,30.387600000000003,0
Middle East,5,6,3,24243,30,10,5,575,5,22,143,7,7034,51.8,21.717133333333337,22.2965010786793,19.864333333333338,25.45366666666667,28.067333333333337,0
Developed Economies and EU,1,9,3,11163,37,9,5,992,5,49,220,39,5852,8.5,40.23169523809524,20.255025502550257,27.989838095238095,28.097333333333335,27.470333333333336,1
Developed Economies and EU,2,10,17,24136,49,8,2,8932,3,3,482,33,1263,51.8,21.49312380952381,20.403226036889404,15.178904761904766,15.144000000000002,19.241200000000003,0
Middle East,1,2,20,27892,60,10,2,180,9,7,785,18,8541,46.9,24.581028571428572,33.11922620833512,21.011057142857144,10.339,18.003533333333333,0
Central and South-Eastern Europe and CIS,1,6,6,16930,14,2,3,1081,1,33,692,8,1329,13.1,15.692476190476192,15.872301515865871,33.24798095238095,13.927333333333333,19.54946666666667,0
Middle East,5,4,1,18794,23,9,1,853,4,45,242,36,2292,51.8,31.81957142857143,14.251810895375252,26.153533333333336,8.166666666666668,21.588266666666673,1
Middle East,5,5,14,47516,35,9,1,1786,7,47,673,8,884,13.1,29.851209523809523,18.354535453545356,22.577914285714286,19.793333333333333,27.271600000000003,0
Asia-Pacific,2,10,24,46638,40,2,5,9361,5,2,1321,36,9543,13.1,30.13331428571429,27.858557284299863,25.280038095238094,8.494333333333334,34.18426666666667,0
Middle East,1,8,4,46798,39,8,1,7685,2,52,201,5,2679,8.5,37.44551428571429,11.162016201620162,24.71561904761905,4.097,17.503066666666665,0
Developed Economies and EU,4,9,20,25164,67,2,2,8811,2,55,405,5,6412,13.1,36.91695238095238,14.26681239552527,29.51780952380953,9.26,32.550066666666666,0
Latin America and the Caribbean,3,6,11,41849,45,7,4,9304,5,19,58,29,3986,8.5,32.8856380952381,12.46120326318346,25.821009523809522,22.480333333333334,29.73326666666667,0
Asia-Pacific,1,6,1,40299,36,8,4,176,1,44,1329,28,756,18.0,31.42371428571429,11.292186361493293,28.733333333333334,15.792,28.774333333333335,0
Asia-Pacific,3,4,11,20917,28,1,1,8302,6,20,554,34,4766,8.5,16.245380952380955,21.196491077679195,24.40781904761905,13.906000000000002,34.836800000000004,0
Latin America and the Caribbean,3,3,19,29238,36,6,2,3852,7,12,1334,10,9010,13.1,13.648561904761907,25.800508622290803,32.567457142857144,15.939000000000004,34.324533333333335,0
Latin America and the Caribbean,4,7,24,31482,35,7,4,289,8,50,569,26,8208,13.1,30.864276190476193,26.981683882673984,23.71287619047619,10.311,34.5082,0
Middle East,5,2,2,27261,34,4,2,7174,2,5,1037,6,2591,8.5,23.54229523809524,21.67975368965468,29.55167619047619,5.368666666666666,20.099666666666664,0
Latin America and the Caribbean,5,9,4,36842,10,2,1,3987,3,10,368,30,8948,12.0,32.477180952380955,18.645378823596648,21.22782857142857,15.05466666666667,26.68813333333333,1
Central and South-Eastern Europe and CIS,1,9,17,23932,42,6,3,9537,8,1,1424,22,2279,12.0,36.24506666666667,17.11856899975712,28.795095238095243,10.423,30.716000000000005,1
Developed Economies and EU,4,4,4,9263,40,9,4,421,6,29,267,12,8277,46.9,20.17757142857143,34.5906447787636,29.610466666666664,14.837333333333333,27.25186666666667,1
Middle East,5,9,17,39582,61,7,5,651,2,18,342,29,8288,51.8,30.17341904761905,22.46651808037947,31.624009523809526,12.938666666666668,16.7894,0
Central and South-Eastern Europe and CIS,3,6,9,1494,36,4,2,888,9,28,1058,21,6474,8.5,17.147761904761904,28.865672281513866,16.742942857142857,13.45566666666667,21.6226,0
Latin America and the Caribbean,4,10,12,1135,65,4,4,767,1,48,617,25,7723,51.8,36.945847619047626,14.498306973554499,29.07866666666667,14.295,25.478866666666672,1
Africa,4,2,14,5295,47,2,3,221,8,37,532,25,6063,51.8,15.232809523809527,16.044318717586044,35.881619047619054,11.474333333333334,20.580333333333336,0
Asia-Pacific,4,10,23,1767,19,7,3,5293,5,22,403,14,6014,13.1,17.059857142857144,17.762504821910767,23.55842857142857,20.459333333333333,20.946733333333338,0
Africa,5,10,17,9856,57,7,1,135,9,39,245,13,3851,13.1,28.24279047619048,25.994670895661,31.65755238095238,17.943333333333335,19.45066666666667,0
Latin America and the Caribbean,5,5,24,15876,18,8,5,2946,8,29,1133,8,9642,12.0,25.119009523809527,14.86750103581787,24.280609523809524,21.367666666666665,37.91966666666667,0
Asia-Pacific,3,5,3,33776,39,4,3,4691,9,41,1334,32,6101,46.9,22.315561904761907,20.976311916905978,24.160228571428572,17.638666666666666,27.164133333333336,0
Central and South-Eastern Europe and CIS,4,4,17,1428,66,7,5,7559,9,58,637,24,9064,12.0,29.099085714285717,23.960710356749964,22.811952380952384,9.064000000000002,32.63213333333333,0
Asia-Pacific,1,4,7,31257,28,2,4,710,3,53,1373,24,6284,46.9,28.51306666666667,17.153015301530154,31.41989523809524,19.114333333333335,35.41266666666667,1
Asia-Pacific,2,9,23,6043,30,6,2,2510,2,3,1343,23,1198,8.5,31.311,20.74923206606375,15.535114285714288,11.370333333333333,26.202933333333338,0
Africa,4,2,7,8940,45,5,3,4326,2,54,255,24,9666,46.9,33.15733333333334,20.887774491734888,24.141352380952384,16.072333333333333,28.73053333333333,0
Asia-Pacific,1,1,22,36904,34,2,4,4202,2,22,762,17,1209,8.5,17.91315238095238,24.71541439858272,41.629961904761906,17.699666666666666,27.237400000000004,0
Middle East,1,4,23,2215,34,4,2,4995,8,21,1490,2,1927,13.1,24.8608761904762,13.379666538082379,25.239485714285713,9.663666666666668,25.647933333333334,0
Central and South-Eastern Europe and CIS,1,10,23,11801,22,10,4,859,8,18,569,40,1526,12.0,26.82709523809524,17.386667238152388,29.61004761904762,11.783333333333333,38.83133333333333,0
Asia-Pacific,4,8,12,21322,36,6,2,366,3,12,778,1,6000,51.8,18.228438095238097,13.262897718343265,27.590323809523813,14.705666666666668,33.2426,0
Middle East,1,3,5,47855,52,7,3,4446,1,41,1372,26,1547,46.9,35.09554285714286,24.096681096681095,40.07646666666667,13.190333333333335,25.767,0
Latin America and the Caribbean,2,2,16,31770,12,9,5,813,7,36,638,9,9689,8.5,34.14566666666667,16.335762147643337,37.58248571428572,17.767666666666667,28.90186666666667,0
Africa,3,10,21,29914,38,10,1,7955,8,53,1169,10,521,51.8,31.400790476190476,14.965625133941964,24.42612380952381,18.462,42.16466666666667,1
Developed Economies and EU,2,3,14,22996,18,5,4,2193,5,41,709,7,8479,18.0,24.536704761904762,19.691912048347692,30.98144761904762,15.96966666666667,40.09706666666668,0
Africa,5,1,3,48227,13,9,1,272,8,20,141,17,6055,8.5,14.659219047619048,28.82758275827583,37.68657142857143,22.917333333333335,24.920133333333336,0
Middle East,2,8,22,22473,49,8,3,695,5,40,346,2,6396,12.0,24.065228571428577,24.624862486248624,27.208504761904766,12.296333333333335,36.70920000000001,1
Middle East,2,9,23,3399,14,6,1,390,2,57,373,34,8686,12.0,37.07047619047619,17.134327718486137,30.102104761904762,18.154333333333337,30.043866666666673,0
Asia-Pacific,2,4,4,28533,60,5,2,543,8,31,1179,21,4394,46.9,20.75904761904762,13.057162859143057,32.922761904761906,10.933,35.7588,0
Middle East,2,6,24,6392,40,2,4,4415,7,17,720,31,4547,18.0,29.547180952380952,15.456888545997458,29.72408571428572,11.123333333333335,23.893800000000002,1
Central and South-Eastern Europe and CIS,4,3,19,42136,31,3,5,8648,1,46,1076,1,8319,12.0,33.69663809523809,12.782592544968782,27.22616190476191,19.869666666666667,35.80160000000001,0
Asia-Pacific,4,5,24,8158,10,8,4,888,5,5,1085,28,6704,8.5,32.806266666666666,24.37990941951338,27.11615238095238,5.375333333333334,29.36226666666667,0
Central and South-Eastern Europe and CIS,5,7,18,1577,20,7,4,585,3,23,427,20,6438,51.8,33.59546666666667,17.445358821596447,26.051209523809526,6.6896666666666675,33.911866666666675,1
Latin America and the Caribbean,4,7,3,27826,44,8,5,4491,2,48,144,23,9107,13.1,33.85154285714286,15.720857800065724,27.617085714285714,18.613666666666667,21.493133333333336,0
Latin America and the Caribbean,2,7,6,41083,13,10,3,3089,10,40,1394,16,4926,46.9,27.527133333333335,10.554898346977556,20.7374,5.292,25.006866666666667,0
Middle East,2,5,17,18195,66,1,2,2239,7,22,297,13,931,12.0,31.061114285714293,24.07256439929707,26.25487619047619,15.395,32.21093333333334,0
Central and South-Eastern Europe and CIS,2,10,21,25117,70,9,5,516,4,45,390,17,6573,46.9,29.276923809523815,19.939779692254945,26.211009523809526,16.69066666666667,29.2098,0
Middle East,1,4,8,24149,23,2,5,5476,7,27,578,13,6158,8.5,19.311333333333337,15.762604831911764,28.043380952380954,8.815000000000001,34.89986666666667,0
Asia-Pacific,1,3,6,34445,10,5,3,2222,1,37,910,2,8161,46.9,27.334076190476196,27.4046690383324,37.259057142857145,12.598666666666666,32.33540000000001,0
Asia-Pacific,3,8,1,34918,67,2,4,8497,3,32,1305,34,9227,8.5,31.475285714285718,18.664437872358665,14.821599999999998,20.288,33.30800000000001,0
Middle East,4,7,2,21013,56,1,5,298,9,49,978,17,3500,18.0,31.131819047619057,24.26674095981027,35.47549523809524,18.950999999999997,26.587266666666665,0
Developed Economies and EU,5,1,1,30430,61,9,1,690,9,58,1456,32,4925,46.9,19.65724761904762,12.533581929621535,32.61743809523809,8.495999999999999,17.5182,0
Developed Economies and EU,3,4,13,6218,42,8,3,526,7,51,1497,21,8931,51.8,22.932371428571425,15.131484577029134,20.80414285714286,7.634000000000002,19.833066666666667,0
Developed Economies and EU,1,7,5,46408,42,2,4,4653,6,20,392,36,6355,13.1,29.21385714285714,22.18051805180518,22.80212380952381,16.46666666666667,24.131733333333337,0
Africa,5,10,22,6317,50,1,2,708,7,12,110,4,3321,18.0,29.070485714285716,21.394510879659393,20.176247619047622,21.140000000000004,20.80013333333334,1
Asia-Pacific,4,9,20,36805,52,7,2,447,7,41,242,26,6942,8.5,26.389247619047616,17.67795350963668,33.45502857142858,12.113000000000001,25.20906666666666,0
Asia-Pacific,2,10,12,1986,17,7,5,3440,8,30,287,21,665,51.8,30.12649523809524,18.85875730430186,18.81497142857143,18.125333333333337,25.968600000000002,1
Latin America and the Caribbean,1,8,8,5675,51,2,5,421,9,60,936,30,2044,51.8,24.832952380952378,22.94662323375195,21.678409523809528,12.321666666666667,32.51566666666667,0
Asia-Pacific,4,6,20,32523,26,6,3,6244,2,42,97,25,4235,13.1,25.45284761904762,17.268969754118267,26.819676190476194,22.341,30.711533333333342,0
Central and South-Eastern Europe and CIS,1,4,12,8113,20,9,4,1532,6,42,1380,18,6582,46.9,28.387742857142857,18.964153558212963,31.202466666666666,18.256000000000004,36.1362,1
Middle East,2,8,19,21317,32,3,2,392,9,37,1438,12,9411,18.0,33.65567619047619,18.008029374366007,36.16188571428572,18.188000000000002,17.9238,0
Latin America and the Caribbean,3,6,13,47139,54,4,4,9186,10,36,813,16,3907,12.0,41.18544761904763,15.939465375108941,38.52272380952381,8.376333333333335,24.417400000000004,1
Africa,4,5,15,25202,27,9,2,554,1,35,1053,19,3674,13.1,28.584952380952384,22.639635392110637,23.759866666666664,9.143,36.22840000000001,0
Developed Economies and EU,1,10,19,15415,50,1,3,851,2,20,620,12,8475,12.0,37.6854,21.24986784392725,22.697190476190478,11.907,29.627133333333333,1
Latin America and the Caribbean,1,3,7,7781,22,5,3,656,9,43,1402,31,8327,13.1,27.208533333333335,15.860614632891862,12.940247619047621,13.980333333333334,23.756200000000003,1
Latin America and the Caribbean,3,3,2,8575,45,6,3,425,7,7,280,30,3908,51.8,29.808019047619045,12.09032331804609,38.95601904761905,12.720333333333333,20.1094,0
Asia-Pacific,1,6,6,14426,35,8,2,998,4,6,1377,27,5754,46.9,24.974142857142855,14.775448973468775,20.012295238095238,14.257,16.55006666666667,0
Developed Economies and EU,4,7,13,28221,53,9,5,8696,6,46,1140,1,192,51.8,18.390542857142854,23.464517880359466,28.075638095238098,13.665000000000003,19.306866666666668,0
Central and South-Eastern Europe and CIS,5,5,4,30649,45,1,3,9253,3,22,700,6,2789,18.0,41.13928571428572,24.116640235452117,28.14772380952381,10.003000000000002,25.830000000000002,0
Asia-Pacific,3,6,6,20449,21,3,3,163,10,14,75,13,3255,12.0,16.87052380952381,37.49142057062849,31.49302857142857,20.288333333333338,14.959200000000003,0
Asia-Pacific,4,9,2,41348,43,10,3,9010,8,36,534,17,633,51.8,31.166819047619054,24.046633234752047,27.66256190476191,14.200666666666667,20.334533333333333,0
